school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_math,traveltime_math,studytime_math,failures_math,schoolsup_math,famsup_math,paid_math,activities_math,nursery,higher_math,internet,romantic_math,famrel_math,freetime_math,goout_math,Dalc_math,Walc_math,health_math,absences_math,G1_math,G2_math,G3_math,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,grade_avg,alcohol_avg,abuse_alcohol,success
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,1,5,2,2,14,14,15,16.0,3.0,False,True
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,mother,1,2,0,yes,yes,no,yes,yes,no,4,4,3,1,3,4,4,11,12,12,9.333333333333334,2.0,False,False
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,1,3,1,0,14,15,15,9.333333333333334,2.0,False,False
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,mother,1,1,0,no,yes,no,no,yes,no,5,3,2,1,2,3,21,13,13,13,6.333333333333333,1.5,False,False
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,mother,2,4,0,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,10.333333333333334,1.0,False,True
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,14,8,9,8,9.333333333333334,3.5,True,False
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,mother,1,2,0,no,yes,no,no,yes,no,2,3,3,2,2,4,2,11,11,12,7.0,2.0,False,False
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,mother,1,2,0,no,no,no,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,12.0,1.0,False,True
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,mother,2,1,0,no,yes,no,no,yes,no,4,3,2,1,4,5,2,12,13,13,9.333333333333334,2.5,False,False
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,mother,2,3,0,no,yes,no,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,7.0,1.0,False,False
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,other,1,4,0,no,yes,no,yes,yes,no,4,3,3,1,2,3,4,12,12,12,8.0,1.5,False,False
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,mother,1,2,0,no,yes,no,no,yes,yes,5,3,5,4,5,3,15,13,12,12,12.333333333333334,4.5,True,True
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,mother,1,2,0,yes,yes,no,no,yes,no,3,3,4,1,1,4,0,13,13,13,13.0,1.0,False,True
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,mother,1,2,0,no,yes,no,yes,yes,no,4,4,4,2,4,5,10,12,11,11,7.0,3.0,False,False
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,mother,1,1,0,no,yes,no,no,yes,no,5,2,1,1,2,3,6,12,11,11,9.333333333333334,1.5,False,False
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,mother,2,2,0,no,no,no,no,yes,no,4,4,4,1,3,1,2,14,16,15,14.666666666666666,2.0,False,True
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,mother,1,2,0,no,no,no,no,yes,yes,3,4,5,2,4,1,16,11,9,10,5.333333333333333,3.0,False,False
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,father,1,2,0,no,yes,no,no,yes,no,3,2,4,2,4,4,10,10,10,10,6.666666666666667,3.0,False,False
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,father,2,1,0,no,yes,no,no,yes,no,3,3,3,1,4,3,4,12,13,13,7.333333333333333,2.5,False,False
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,mother,1,3,0,no,yes,no,yes,yes,no,4,3,3,1,1,4,0,12,12,13,9.666666666666666,1.0,False,False
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,mother,2,2,0,no,yes,no,yes,yes,no,4,2,5,1,2,5,0,11,10,11,6.0,1.5,False,False
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,4,1,1,5,12,12,12,12,3.6666666666666665,1.0,False,False
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,mother,1,2,0,yes,no,no,no,yes,no,2,3,1,1,1,3,0,13,13,14,16.333333333333332,1.0,False,True
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,mother,2,2,3,no,yes,yes,no,yes,no,3,3,3,5,5,4,9,10,9,10,12.666666666666666,5.0,True,True
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,mother,1,3,0,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,13.333333333333334,1.0,False,True
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,mother,1,2,0,no,no,no,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,8.0,1.0,False,False
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,15.333333333333334,2.0,False,True
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,father,1,2,0,no,yes,no,no,yes,no,5,3,3,1,3,3,0,10,11,11,11.666666666666666,2.0,False,True
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,mother,4,2,0,yes,yes,no,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,9.0,4.5,True,False
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,mother,2,3,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,11.333333333333334,1.5,False,True
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,13.333333333333334,1.5,False,True
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,father,2,2,0,no,yes,no,yes,yes,no,4,5,2,1,1,1,0,12,13,13,11.0,1.0,False,True
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,mother,1,2,0,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,9.666666666666666,2.0,False,False
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,father,1,2,0,no,yes,no,yes,yes,no,4,2,4,2,4,1,0,13,13,14,13.333333333333334,3.0,False,True
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,mother,2,2,0,no,yes,no,no,yes,no,3,4,2,1,1,5,2,9,9,9,7.333333333333333,1.0,False,False
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,mother,2,3,0,no,no,no,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,10.0,2.0,False,True
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,father,1,2,0,no,no,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,13.333333333333334,5.0,True,True
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,mother,1,1,0,no,no,no,no,yes,yes,4,5,2,1,1,5,4,9,10,10,12.333333333333334,1.0,False,True
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,mother,3,2,0,no,no,no,yes,yes,no,2,1,1,1,1,3,2,13,13,13,11.666666666666666,1.0,False,True
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,father,1,2,0,no,no,no,no,no,no,5,5,4,3,5,2,16,8,7,8,4.666666666666667,4.0,True,False
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,mother,2,2,0,no,no,no,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,12.0,2.5,False,True
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,mother,2,2,0,no,yes,no,no,yes,no,3,3,3,2,3,4,0,12,12,12,11.0,2.5,False,True
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,mother,1,1,0,no,no,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,2.0,1.0,False,False
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,mother,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,3,5,0,15,13,13,12.333333333333334,1.5,False,True
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,mother,1,1,0,no,no,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,12.333333333333334,1.5,False,True
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,other,2,3,0,no,yes,no,no,yes,yes,4,4,4,1,1,3,10,12,10,11,2.3333333333333335,1.0,False,False
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,mother,3,1,0,no,no,no,no,yes,no,4,3,3,1,1,4,7,15,16,16,18.0,1.0,False,True
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,father,2,1,0,no,no,no,no,yes,no,5,2,2,1,1,2,2,9,12,13,12.333333333333334,1.0,False,True
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,mother,1,1,3,no,no,no,no,no,yes,5,4,5,5,5,1,12,7,8,5,7.333333333333333,5.0,True,False
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,mother,1,2,0,no,yes,no,no,yes,yes,4,3,3,1,3,5,8,10,9,10,4.333333333333333,2.0,False,False
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,mother,1,1,0,no,no,no,no,yes,no,4,3,2,2,4,5,0,11,12,11,14.333333333333334,3.0,False,True
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,mother,2,1,0,no,no,no,no,no,no,4,4,5,2,4,5,8,7,8,7,7.333333333333333,3.0,False,False
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,other,3,2,1,yes,yes,no,no,yes,no,5,3,3,1,3,2,4,9,11,10,9.0,2.0,False,False
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,mother,1,1,2,no,no,no,no,no,no,3,2,5,2,5,5,4,7,8,6,7.666666666666667,3.5,True,False
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,mother,2,1,0,no,no,no,yes,yes,no,3,3,2,1,3,3,2,14,13,12,8.333333333333334,2.0,False,False
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,mother,1,1,0,no,no,no,no,yes,no,4,4,2,2,4,5,0,12,12,13,10.666666666666666,3.0,False,True
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,mother,2,1,1,no,yes,no,yes,yes,no,4,4,4,1,2,5,0,9,10,10,8.0,1.5,False,False
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,mother,1,4,0,no,yes,no,yes,yes,no,4,2,3,1,1,4,2,14,15,17,13.0,1.0,False,True
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,3,1,1,1,1,4,11,13,14,11.0,1.0,False,True
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,mother,1,2,0,no,no,no,yes,yes,no,5,2,4,1,2,4,2,16,16,16,14.333333333333334,1.5,False,True
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,father,1,4,0,no,no,no,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,6.333333333333333,1.0,False,False
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,father,1,2,0,no,yes,no,no,yes,yes,3,1,2,1,3,2,2,15,15,15,17.666666666666668,2.0,False,True
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,mother,1,2,0,no,yes,no,no,yes,no,4,3,2,1,1,3,2,10,10,11,8.0,1.0,False,False
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,mother,1,3,0,no,no,no,yes,yes,no,5,3,2,1,1,3,2,10,11,12,12.333333333333334,1.0,False,True
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,mother,1,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,2,15,12,13,9.333333333333334,1.0,False,False
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,6.333333333333333,1.0,False,False
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,mother,2,2,0,no,yes,no,yes,yes,no,4,2,5,3,4,1,6,15,16,16,17.0,3.5,True,True
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,mother,1,2,0,no,no,no,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,9.333333333333334,3.5,True,False
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,mother,2,2,0,no,no,no,yes,yes,no,4,3,4,2,2,4,8,10,11,12,11.0,2.0,False,True
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,father,1,2,0,no,yes,no,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,9.666666666666666,2.0,False,False
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,12,8,9,10,2.0,1.5,False,False
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,other,1,2,0,no,yes,no,yes,yes,no,4,3,5,3,3,5,16,11,12,12,9.0,3.0,False,False
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,father,1,4,0,no,yes,no,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,14.333333333333334,2.0,False,True
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,mother,2,2,0,no,yes,no,no,yes,no,4,4,3,1,1,3,2,13,13,13,11.0,1.0,False,True
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,mother,1,2,0,no,yes,no,yes,yes,yes,3,5,2,2,2,1,2,16,17,18,14.333333333333334,2.0,False,True
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,mother,2,2,0,no,yes,no,no,yes,yes,4,3,3,1,1,1,6,15,16,16,10.0,1.0,False,True
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,mother,2,2,0,yes,yes,no,no,yes,yes,4,4,4,2,3,5,6,12,12,12,12.0,2.5,False,True
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,15,12,9,10,9.333333333333334,1.0,False,False
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,mother,2,1,0,no,no,no,yes,yes,no,3,2,4,1,4,3,6,11,12,12,9.0,2.5,False,False
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,2,2,2,0,12,12,13,9.0,2.5,False,False
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,father,1,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,8.333333333333334,1.0,False,False
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,mother,2,1,0,no,no,no,yes,yes,no,4,2,3,1,2,1,0,10,10,10,10.333333333333334,1.5,False,True
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,mother,2,1,0,no,no,no,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,8.0,3.0,False,False
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,mother,1,1,0,no,no,no,no,yes,no,4,4,4,3,4,3,18,13,13,13,10.0,3.5,True,True
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,mother,2,4,0,no,yes,no,yes,yes,no,5,2,2,1,1,3,2,17,17,18,12.0,1.0,False,True
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,0,12,13,13,9.0,1.0,False,False
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mother,2,3,0,no,no,no,yes,yes,no,4,5,5,1,2,2,0,14,14,14,9.0,1.0,False,False
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,mother,1,2,0,no,yes,no,no,yes,no,5,4,5,1,2,5,12,12,12,14,10.0,1.5,False,True
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,father,1,2,0,no,no,no,no,yes,no,4,3,3,1,2,4,0,12,12,12,11.0,1.5,False,True
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,2,0,18,18,18,18.333333333333332,1.5,False,True
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,13,13,14,12.333333333333334,1.0,False,True
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,mother,1,3,0,no,no,no,yes,yes,no,4,2,4,1,3,2,0,14,15,15,14.333333333333334,2.0,False,True
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,mother,1,2,0,no,yes,no,yes,yes,no,5,4,3,1,1,2,0,17,17,17,14.333333333333334,1.0,False,True
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,11.333333333333334,2.5,False,True
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,mother,1,3,0,no,yes,no,no,yes,no,4,2,2,1,2,3,0,17,18,18,15.0,1.5,False,True
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,mother,2,4,0,no,yes,no,no,yes,no,3,1,2,1,1,3,0,18,19,19,18.0,1.0,False,True
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,mother,2,3,0,no,yes,no,yes,yes,no,5,4,2,1,1,4,0,14,15,15,13.666666666666666,1.0,False,True
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,mother,1,1,0,no,yes,no,no,yes,no,4,4,3,1,3,5,0,14,15,15,12.333333333333334,2.0,False,True
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,other,2,2,0,no,yes,no,yes,yes,no,2,3,4,2,3,2,2,14,13,13,6.333333333333333,2.5,False,False
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,other,2,2,0,no,yes,no,no,yes,yes,4,4,5,1,2,2,0,13,14,14,8.666666666666666,1.5,False,False
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,father,1,4,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,16,17,17,13.666666666666666,1.0,False,True
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,mother,1,1,0,no,yes,no,no,yes,yes,1,4,2,2,2,1,0,18,18,17,15.666666666666666,2.0,False,True
